SAMPLE	output.r2.means.P3	output.i.means.P3	output.r.means.P3	output.e.means.P3	output.f.means.P3	output.c.means.P3	output.vc.means.P3	ymin.r2.P3	ymin.i.P3	ymin.r.P3	ymin.e.P3	ymin.f.P3	ymin.c.P3	ymin.vc.P3	ymax.r2.P3	ymax.i.P3	ymax.r.P3	ymax.e.P3	ymax.f.P3	ymax.c.P3	ymax.vc.P3	output.r2.means.P2	output.i.means.P2	output.r.means.P2	output.e.means.P2	output.f.means.P2	output.c.means.P2	output.vc.means.P2	ymin.r2.P2	ymin.i.P2	ymin.r.P2	ymin.e.P2	ymin.f.P2	ymin.c.P2	ymin.vc.P2	ymax.r2.P2	ymax.i.P2	ymax.r.P2	ymax.e.P2	ymax.f.P2	ymax.c.P2	ymax.vc.P2	output.r2.means.P1	output.i.means.P1	output.r.means.P1	output.e.means.P1	output.f.means.P1	output.c.means.P1	output.vc.means.P1	ymin.r2.P1	ymin.i.P1	ymin.r.P1	ymin.e.P1	ymin.f.P1	ymin.c.P1	ymin.vc.P1	ymax.r2.P1	ymax.i.P1	ymax.r.P1	ymax.e.P1	ymax.f.P1	ymax.c.P1	ymax.vc.P1	output.r2.means.P4	output.i.means.P4	output.r.means.P4	output.e.means.P4	output.f.means.P4	output.c.means.P4	output.vc.means.P4	ymin.r2.P4	ymin.i.P4	ymin.r.P4	ymin.e.P4	ymin.f.P4	ymin.c.P4	ymin.vc.P4	ymax.r2.P4	ymax.i.P4	ymax.r.P4	ymax.e.P4	ymax.f.P4	ymax.c.P4	ymax.vc.P4
128	0.173263629	0.799263499	0.79148073	0.549057186	0.663008548	0.092099788	0.199932945	0.139910979	0.770295467	0.636134864	0.487940968	0.620346291	0.081088047	0.160819588	0.20661628	0.828231532	0.946826596	0.610173404	0.705670804	0.103111529	0.239046301	0.176701538	0.797104138	0.803711179	0.545907456	0.661358269	0.093454698	0.197568207	0.138438658	0.769918128	0.665555772	0.474054069	0.621216892	0.082488882	0.159002465	0.214964418	0.824290148	0.941866586	0.617760843	0.701499646	0.104420514	0.236133949	0.176702143	0.797544767	0.815265153	0.549288477	0.661114969	0.092715394	0.191861517	0.142644924	0.769345579	0.659989818	0.478914242	0.622333472	0.082264868	0.154559168	0.210759362	0.825743954	0.970540488	0.619662712	0.699896466	0.10316592	0.229163866	0.175403396	0.798261354	0.810188448	0.546493701	0.661409953	0.092136363	0.195196633	0.141282897	0.769535315	0.659146914	0.479341999	0.621389156	0.081378656	0.157583374	0.209523895	0.826987393	0.961229982	0.613645403	0.70143075	0.10289407	0.232809893
129	0.171231502	0.798134618	0.786534389	0.548454153	0.666085855	0.092274334	0.199949861	0.14090087	0.771167896	0.642262292	0.480426206	0.626921501	0.08262349	0.160322789	0.201562135	0.82510134	0.930806486	0.6164821	0.705250209	0.101925178	0.239576934	0.175520484	0.794278029	0.791887316	0.537524059	0.660396679	0.093148938	0.201206764	0.139361163	0.767123093	0.658557005	0.471391411	0.62271569	0.082708848	0.157360277	0.211679804	0.821432965	0.925217627	0.603656708	0.698077667	0.103589028	0.24505325	0.178343718	0.797420318	0.827358321	0.546048779	0.661109802	0.091904252	0.194027757	0.145447644	0.764513986	0.682790533	0.477660832	0.623406838	0.081850327	0.159270933	0.211239792	0.830326649	0.971926108	0.614436725	0.698812766	0.101958176	0.228784581	0.175395881	0.79822597	0.811570031	0.546140094	0.661314063	0.092210802	0.194790111	0.141398493	0.769652255	0.663185778	0.479067663	0.621333526	0.081502643	0.15709191	0.209393268	0.826799684	0.959954284	0.613212525	0.7012946	0.102918961	0.232488311
130	0.174026878	0.799021996	0.795473342	0.54366403	0.664269699	0.093515646	0.200696286	0.137376363	0.772492685	0.655072748	0.47524603	0.625451941	0.081162003	0.156763172	0.210677392	0.825551308	0.935873936	0.612082029	0.703087456	0.10586929	0.244629401	0.175041034	0.797616176	0.796018737	0.554786611	0.659877586	0.092902008	0.199723786	0.141763394	0.766880329	0.656902745	0.488516386	0.622746092	0.082447989	0.165098878	0.208318675	0.828352023	0.935134728	0.621056835	0.697009081	0.103356027	0.234348693	0.177003994	0.795647089	0.806637271	0.547706354	0.662019165	0.092345324	0.193429373	0.14426299	0.766995772	0.668517363	0.486922003	0.622698172	0.082857771	0.155586804	0.209744998	0.824298407	0.94475718	0.608490705	0.701340158	0.101832878	0.231271942	0.175268301	0.798202771	0.810078218	0.546574573	0.661843987	0.092224452	0.194915605	0.141427573	0.769846044	0.662032571	0.480301195	0.621816153	0.081581742	0.157422059	0.20910903	0.826559498	0.958123866	0.61284795	0.701871821	0.102867162	0.232409151
131	0.175590026	0.794078183	0.774667173	0.55151467	0.65929656	0.092934721	0.198784979	0.145121994	0.768938617	0.638178723	0.489464972	0.625260851	0.080983886	0.162076678	0.206058058	0.819217749	0.911155622	0.613564369	0.693332268	0.104885556	0.235493279	0.173773992	0.796433714	0.788055188	0.548127905	0.662606213	0.092503191	0.200034331	0.137211895	0.764877498	0.642173363	0.48271414	0.622280732	0.082729799	0.168919581	0.210336088	0.827989929	0.933937013	0.61354167	0.702931695	0.102276583	0.231149081	0.177575516	0.795320882	0.818962673	0.555120513	0.66589584	0.093203543	0.191254749	0.142855839	0.765419201	0.670392203	0.480927832	0.623107972	0.082625013	0.153940536	0.212295192	0.825222562	0.967533144	0.629313194	0.708683708	0.103782074	0.228568961	0.1751254	0.798165547	0.811079167	0.546690494	0.661688576	0.092290198	0.195020422	0.141374436	0.76978159	0.66345279	0.480356703	0.621966379	0.081604233	0.157974726	0.208876365	0.826549504	0.958705545	0.613024285	0.701410772	0.102976163	0.232066119
132	0.173770066	0.798645026	0.793020643	0.546682761	0.66341057	0.093161922	0.198543457	0.140016212	0.767258874	0.665892338	0.477046206	0.627727998	0.08321501	0.15742863	0.207523921	0.830031178	0.920148947	0.616319315	0.699093142	0.103108833	0.239658284	0.175162533	0.795243457	0.79389461	0.549530685	0.660196827	0.092413668	0.198131539	0.141187246	0.763405886	0.649783431	0.480242324	0.619676479	0.082623366	0.160951803	0.209137821	0.827081029	0.93800579	0.618819045	0.700717174	0.10220397	0.235311275	0.175485019	0.79882355	0.828930655	0.547482872	0.660170859	0.091891228	0.194006829	0.14141786	0.769944176	0.687880724	0.478092413	0.615854068	0.08062514	0.154047849	0.209552179	0.827702925	0.969980585	0.616873331	0.70448765	0.103157317	0.23396581	0.175232061	0.798157405	0.811579451	0.546367585	0.661899544	0.092357147	0.195057026	0.141066133	0.769738726	0.6645122	0.479084128	0.621896553	0.081766015	0.157429714	0.209397988	0.826576083	0.958646703	0.613651042	0.701902534	0.10294828	0.232684338
133	0.174345762	0.796951267	0.785417239	0.546286876	0.660846249	0.092568915	0.200923684	0.137548355	0.76551355	0.639919493	0.480241176	0.624348985	0.082277675	0.156606729	0.21114317	0.828388984	0.930914985	0.612332575	0.697343513	0.102860155	0.245240638	0.177480361	0.795582146	0.795728663	0.55049958	0.664746523	0.093622978	0.193689592	0.142066091	0.76622781	0.655681733	0.489439224	0.627232507	0.082764745	0.157536549	0.212894631	0.824936481	0.935775593	0.611559937	0.702260538	0.104481211	0.229842635	0.1768738	0.801332669	0.822345093	0.542071224	0.662755276	0.093677154	0.195666906	0.145960818	0.772792441	0.67091511	0.477033182	0.619842734	0.082309883	0.161715882	0.207786782	0.829872898	0.973775076	0.607109266	0.705667818	0.105044424	0.22961793	0.175135314	0.797993271	0.810192592	0.546623877	0.661946677	0.092367959	0.194789806	0.14166251	0.769828486	0.663734253	0.48066517	0.622284083	0.081787714	0.157912221	0.208608118	0.826158056	0.95665093	0.612582583	0.701609272	0.102948203	0.231667391
134	0.175907819	0.795810857	0.789195852	0.544541198	0.664224833	0.093469945	0.198467753	0.140986662	0.768081236	0.653992457	0.477709644	0.625776372	0.082816891	0.159404224	0.210828977	0.823540478	0.924399247	0.611372752	0.702673294	0.104122999	0.237531282	0.177169733	0.796753691	0.806473534	0.554884687	0.666283888	0.092773509	0.196883937	0.144489612	0.766439715	0.663552148	0.482801246	0.627037401	0.083038517	0.159843596	0.209849854	0.827067667	0.949394919	0.626968129	0.705530376	0.1025085	0.233924278	0.176752909	0.796104232	0.839674491	0.55109786	0.663651756	0.092601306	0.192517503	0.148147093	0.7677117	0.6757126	0.485425112	0.627937414	0.081113631	0.153466509	0.205358725	0.824496764	1.003636382	0.616770607	0.699366097	0.104088981	0.231568497	0.17503117	0.797802843	0.810738936	0.546223559	0.662016073	0.092437044	0.194621173	0.141671759	0.769990722	0.665749786	0.48063971	0.622401341	0.081809022	0.157708704	0.20839058	0.825614965	0.955728085	0.611807408	0.701630805	0.103065066	0.231533643
135	0.176191162	0.798247179	0.789180408	0.543444594	0.661517881	0.092160142	0.197492036	0.142857233	0.770176442	0.64122583	0.469791857	0.623159299	0.080969076	0.162652645	0.209525092	0.826317915	0.937134987	0.61709733	0.699876464	0.103351208	0.232331428	0.177873001	0.794420777	0.798422585	0.548453098	0.659260224	0.093464887	0.201187732	0.141347811	0.769414541	0.667099455	0.482213453	0.625242015	0.083424921	0.166297338	0.214398191	0.819427014	0.929745714	0.614692744	0.693278433	0.103504852	0.236078127	0.176780271	0.794949472	0.810826168	0.547486487	0.664081541	0.091786309	0.191524347	0.145477809	0.766109709	0.649372344	0.478375814	0.625400796	0.081605946	0.153632168	0.208082733	0.823789236	0.972279992	0.61659716	0.702762286	0.101966671	0.229416526	0.175141532	0.79754752	0.810416691	0.546460189	0.662088261	0.092500608	0.194918743	0.141882773	0.769564269	0.66641513	0.480229174	0.623188026	0.081978448	0.157921653	0.20840029	0.82553077	0.954418251	0.612691203	0.700988495	0.103022768	0.231915833
136	0.174073931	0.797784353	0.786688668	0.547702728	0.667238585	0.092619469	0.199191844	0.143553102	0.76828311	0.660287129	0.471818301	0.62752949	0.081923002	0.160410158	0.20459476	0.827285595	0.913090208	0.623587156	0.706947681	0.103315936	0.23797353	0.17784496	0.795327654	0.803491034	0.552981148	0.662111273	0.092999953	0.197393031	0.143359487	0.767089134	0.675636119	0.486975487	0.61631312	0.082068116	0.154779291	0.212330434	0.823566173	0.931345949	0.618986809	0.707909426	0.10393179	0.24000677	0.172901458	0.796522771	0.823472253	0.550525767	0.666118329	0.093046162	0.193207921	0.142330279	0.770758076	0.675008756	0.486540723	0.624748231	0.080597563	0.158060932	0.203472638	0.822287465	0.971935751	0.614510811	0.707488428	0.105494761	0.22835491	0.174878591	0.797807007	0.811514959	0.546232714	0.661838463	0.092521904	0.19468057	0.141653671	0.770196189	0.666976252	0.481299714	0.622364511	0.082166597	0.157817685	0.208103511	0.825417824	0.956053666	0.611165714	0.701312416	0.102877211	0.231543456
137	0.175354209	0.798286872	0.772092625	0.549902922	0.66163823	0.094200241	0.199242485	0.141094331	0.772477089	0.622736251	0.475505558	0.621753569	0.082419549	0.160585865	0.209614087	0.824096655	0.921449	0.624300286	0.701522891	0.105980933	0.237899105	0.175208119	0.795010416	0.804751549	0.548424283	0.660469131	0.092535599	0.196984574	0.141165286	0.767518988	0.670415975	0.486143179	0.622742343	0.081267916	0.157929149	0.209250952	0.822501844	0.939087124	0.610705386	0.698195919	0.103803282	0.236039999	0.175331927	0.796999589	0.820782653	0.550207577	0.663050193	0.092764192	0.192426317	0.145368828	0.766176167	0.681785448	0.477532867	0.623575255	0.0826648	0.159585472	0.205295025	0.827823011	0.959779858	0.622882288	0.70252513	0.102863584	0.225267161	0.174996681	0.797686464	0.812169304	0.54640005	0.661938565	0.092670818	0.194791166	0.142113122	0.769960104	0.666309099	0.481019045	0.622675941	0.082281057	0.158046797	0.207880241	0.825412824	0.958029509	0.611781055	0.70120119	0.103060579	0.231535535
138	0.175300255	0.796754495	0.787188981	0.542422727	0.662752086	0.092932541	0.201102484	0.140617958	0.770384369	0.663834321	0.480860644	0.62348819	0.083402108	0.164282374	0.209982551	0.823124621	0.910543642	0.60398481	0.702015982	0.102462975	0.237922594	0.175415775	0.794992288	0.808401496	0.548731873	0.665148413	0.092919418	0.199659062	0.145789016	0.7677064	0.661554825	0.486769401	0.620929706	0.08305204	0.159318921	0.205042535	0.822278176	0.955248167	0.610694344	0.70936712	0.102786797	0.239999204	0.178249046	0.797788697	0.808234649	0.553093067	0.664543561	0.092721569	0.194348134	0.149199737	0.768954391	0.65883642	0.480503754	0.625649393	0.082573378	0.155899562	0.207298356	0.826623004	0.957632878	0.625682381	0.703437728	0.102869759	0.232796707	0.174987665	0.79753107	0.810751795	0.5467408	0.662103856	0.092641072	0.194422741	0.142232309	0.770394578	0.667534412	0.481747691	0.62312035	0.082263513	0.158014613	0.207743021	0.824667561	0.953969179	0.611733908	0.701087362	0.103018631	0.230830869
139	0.175988967	0.796508311	0.780608741	0.548370797	0.66227486	0.093283449	0.198219971	0.141435628	0.767194287	0.646840895	0.475899797	0.624216504	0.083532103	0.163334091	0.210542307	0.825822334	0.914376587	0.620841797	0.700333216	0.103034794	0.233105852	0.175563276	0.797110082	0.80263899	0.546992035	0.663964237	0.093297036	0.197994861	0.142428967	0.771650042	0.670458162	0.476081323	0.623760117	0.08443203	0.16259518	0.208697585	0.822570122	0.934819817	0.617902746	0.704168356	0.102162041	0.233394542	0.177141244	0.795824503	0.81725984	0.549790031	0.66531456	0.092676659	0.191697579	0.146086309	0.767762276	0.695352013	0.484518539	0.630544939	0.082701623	0.152528793	0.208196179	0.823886731	0.939167667	0.615061524	0.700084181	0.102651694	0.230866365	0.175194058	0.797394216	0.811010578	0.546886812	0.662268609	0.092717533	0.19457634	0.142592434	0.769992547	0.66721136	0.482124859	0.62277234	0.082320357	0.158255809	0.207795681	0.824795885	0.954809796	0.611648766	0.701764878	0.103114708	0.230896871
140	0.174914138	0.795093856	0.777632117	0.544393064	0.66412827	0.093440617	0.198237082	0.143708867	0.770594793	0.648476792	0.479679018	0.622958089	0.082570381	0.15858064	0.206119408	0.819592919	0.906787443	0.60910711	0.705298451	0.104310853	0.237893524	0.174235643	0.795796112	0.811982669	0.545223724	0.663608837	0.094068444	0.198297827	0.144180979	0.769579026	0.687672489	0.477710924	0.629522148	0.082983557	0.160403222	0.204290306	0.822013198	0.936292848	0.612736524	0.697695526	0.105153331	0.236192433	0.172802941	0.79337666	0.821502246	0.548853947	0.665165239	0.09295131	0.19438514	0.142152272	0.763807085	0.660795576	0.489696054	0.63028906	0.082530817	0.153835801	0.20345361	0.822946235	0.982208916	0.60801184	0.700041418	0.103371803	0.234934479	0.174980778	0.797238524	0.810605271	0.546740261	0.661935704	0.092776214	0.194440061	0.142402906	0.769672241	0.668288993	0.482662774	0.622762945	0.08246344	0.158204479	0.20755865	0.824804807	0.952921549	0.610817749	0.701108462	0.103088988	0.230675642
141	0.172967026	0.795249809	0.797011593	0.546979783	0.661793384	0.093139502	0.197350935	0.139243623	0.76739637	0.657425979	0.486673118	0.624917939	0.083036085	0.163079062	0.20669043	0.823103248	0.936597206	0.607286448	0.69866883	0.10324292	0.231622809	0.180055439	0.797223208	0.786098936	0.55521731	0.660934738	0.093408044	0.199837672	0.146391796	0.771933419	0.638417721	0.49173774	0.621604807	0.084303476	0.161468392	0.213719082	0.822512996	0.933780152	0.618696881	0.70026467	0.102512611	0.238206952	0.172842949	0.796966228	0.81380028	0.548108847	0.662999616	0.092610178	0.192461884	0.140692121	0.771951198	0.668044629	0.484988465	0.619092228	0.083017514	0.159206138	0.204993777	0.821981258	0.959555931	0.61122923	0.706907004	0.102202841	0.22571763	0.17487428	0.797121707	0.810314408	0.546918385	0.662187165	0.092778241	0.194646286	0.142245968	0.770070031	0.666769421	0.482783911	0.623328863	0.0825548	0.158852878	0.207502592	0.824173383	0.953859394	0.611052858	0.701045466	0.103001681	0.230439694
142	0.174889426	0.794579161	0.789943756	0.549255453	0.662811428	0.093680724	0.200749239	0.14226488	0.769036648	0.653746805	0.479382265	0.62437158	0.082682936	0.157843982	0.207513972	0.820121673	0.926140707	0.619128641	0.701251275	0.104678512	0.243654496	0.174920002	0.797349351	0.787126879	0.549276714	0.663831386	0.093517395	0.200020813	0.14264474	0.771558958	0.647145211	0.49209899	0.62190283	0.08277322	0.163322158	0.207195264	0.823139744	0.927108548	0.606454438	0.705759943	0.104261569	0.236719469	0.175844216	0.796934592	0.819330321	0.549553198	0.663609156	0.092758814	0.190768028	0.140164758	0.771180473	0.68133551	0.475459819	0.620319218	0.083821388	0.157194964	0.211523675	0.822688711	0.957325132	0.623646577	0.706899095	0.10169624	0.224341092	0.174890504	0.797141353	0.811711557	0.546656156	0.662273945	0.092855806	0.194773632	0.142526135	0.769767765	0.666942008	0.482510256	0.623413167	0.082631414	0.158875766	0.207254873	0.824514942	0.956481106	0.610802056	0.701134724	0.103080199	0.230671499
143	0.174752187	0.79830059	0.790013858	0.547724751	0.662675035	0.094115351	0.197342014	0.145885943	0.773529059	0.651203922	0.484541005	0.626579105	0.083038466	0.158250589	0.20361843	0.82307212	0.928823795	0.610908497	0.698770965	0.105192236	0.236433439	0.177260521	0.794078958	0.802824092	0.553025004	0.6644062	0.09329032	0.198648437	0.146043198	0.763718039	0.68033924	0.486886432	0.625499809	0.083164937	0.162345847	0.208477845	0.824439877	0.925308943	0.619163576	0.70331259	0.103415704	0.234951027	0.175169529	0.796862038	0.808902002	0.543950166	0.661787496	0.092102069	0.192701974	0.139946034	0.768192525	0.673415601	0.485579125	0.628301028	0.081928135	0.155847029	0.210393024	0.825531551	0.944388404	0.602321206	0.695273965	0.102276004	0.22955692	0.175102369	0.797006735	0.810601246	0.547072516	0.662605379	0.092948431	0.194224699	0.14260707	0.77021116	0.667990793	0.483552344	0.624007339	0.082699549	0.158101363	0.207597668	0.82380231	0.953211699	0.610592689	0.701203419	0.103197314	0.230348035
144	0.17536558	0.796093576	0.78971026	0.546130572	0.665047623	0.093543787	0.194468132	0.142797507	0.771185221	0.658665964	0.484119602	0.62145717	0.083800186	0.157825926	0.207933652	0.82100193	0.920754556	0.608141542	0.708638076	0.103287388	0.231110338	0.174429294	0.796062557	0.796525798	0.542474312	0.661540614	0.092777011	0.195911565	0.144611323	0.766444336	0.657885424	0.478558006	0.622982366	0.082185019	0.157756194	0.204247266	0.825680779	0.935166171	0.606390618	0.700098863	0.103369003	0.234066937	0.175165819	0.796937659	0.828184403	0.551106862	0.664490912	0.092961801	0.19357799	0.143191908	0.768931164	0.665013642	0.488760609	0.624680644	0.082154482	0.16046586	0.20713973	0.824944154	0.991355164	0.613453114	0.70430118	0.103769121	0.22669012	0.174759279	0.796899241	0.810356331	0.546427645	0.662235606	0.092988949	0.194441747	0.142840002	0.769999498	0.668960276	0.482802586	0.623475385	0.082830084	0.158776167	0.206678556	0.823798983	0.951752385	0.610052705	0.700995827	0.103147814	0.230107327
145	0.175302629	0.792613538	0.784098411	0.545829635	0.664444382	0.092400423	0.199247077	0.140058838	0.763049935	0.638470318	0.483668658	0.626576692	0.082622033	0.161091624	0.210546421	0.822177141	0.929726503	0.607990613	0.702312071	0.102178813	0.23740253	0.172612187	0.796060714	0.796092274	0.555282864	0.662880732	0.093604621	0.19712769	0.141760891	0.769141248	0.67276952	0.492229831	0.623631186	0.082631125	0.161555673	0.203463484	0.822980179	0.919415028	0.618335897	0.702130279	0.104578117	0.232699706	0.177052429	0.796680154	0.812486249	0.545960255	0.665126297	0.093432332	0.190976298	0.146074911	0.772137491	0.690285841	0.48065075	0.620268976	0.082908935	0.157199545	0.208029946	0.821222817	0.934686656	0.61126976	0.709983618	0.103955728	0.224753051	0.174890236	0.796866184	0.81056597	0.546470755	0.662374392	0.093073229	0.194333603	0.142947589	0.769787482	0.670556405	0.483359459	0.623669996	0.083044197	0.158982114	0.206832882	0.823944886	0.950575536	0.609582051	0.701078788	0.10310226	0.229685093
146	0.173582437	0.795912818	0.783443362	0.552146334	0.664543735	0.092843612	0.200448686	0.143814898	0.768471614	0.643892361	0.49264559	0.626360062	0.083223376	0.15871991	0.203349976	0.823354022	0.922994363	0.611647078	0.702727407	0.102463848	0.242177463	0.175851778	0.793000052	0.791516506	0.551529847	0.665335048	0.0942428	0.193778663	0.141712318	0.766485928	0.647263294	0.490598751	0.626246325	0.085194347	0.15737172	0.209991238	0.819514175	0.935769718	0.612460942	0.704423771	0.103291253	0.230185605	0.174206849	0.797921984	0.826737376	0.550686138	0.665550781	0.092651579	0.191884492	0.143463161	0.770802242	0.688186987	0.491177393	0.625946804	0.082630487	0.158233065	0.204950537	0.825041725	0.965287764	0.610194884	0.705154759	0.102672671	0.225535919	0.174754796	0.796759229	0.809756876	0.546507355	0.662498162	0.093019628	0.194345389	0.142850566	0.769845291	0.6687751	0.483818494	0.624102492	0.082907013	0.158865384	0.206659027	0.823673168	0.950738652	0.609196215	0.700893831	0.103132243	0.229825395
147	0.174965798	0.79681769	0.778927882	0.549276798	0.664945253	0.09281362	0.199946243	0.141477151	0.766353448	0.624229294	0.479139315	0.621983927	0.083436158	0.16180612	0.208454445	0.827281931	0.93362647	0.61941428	0.70790658	0.102191083	0.238086366	0.174879237	0.795921932	0.79407865	0.553594335	0.661130633	0.094235118	0.197258104	0.141111056	0.770062865	0.643692335	0.490416951	0.624816955	0.084950858	0.16343387	0.208647417	0.821781	0.944464964	0.616771719	0.697444311	0.103519377	0.231082338	0.172902874	0.798503494	0.820332001	0.550394475	0.666193903	0.093044167	0.193213211	0.138963762	0.773806441	0.678044739	0.484033263	0.625663732	0.083163448	0.158153952	0.206841987	0.823200547	0.962619263	0.616755687	0.706724074	0.102924886	0.228272471	0.174723482	0.796526875	0.810525647	0.54617096	0.662624229	0.093115029	0.194477389	0.142844002	0.769720358	0.669951793	0.483289791	0.624414106	0.083052739	0.159494448	0.206602961	0.823333391	0.951099501	0.609052129	0.700834353	0.103177319	0.229460329
148	0.175441172	0.795630302	0.793445962	0.550336959	0.664696362	0.093550246	0.198978401	0.14624383	0.770157032	0.665501749	0.491795198	0.629267536	0.08331548	0.159884149	0.204638514	0.821103572	0.921390174	0.60887872	0.700125189	0.103785011	0.238072652	0.178159632	0.797155537	0.789089705	0.548400505	0.663038809	0.094092331	0.198038848	0.142552731	0.768580816	0.651603114	0.485188662	0.625870646	0.084330516	0.155468049	0.213766532	0.825730259	0.926576297	0.611612348	0.700206972	0.103854146	0.240609647	0.174247927	0.797054596	0.815499899	0.542907774	0.66551596	0.092562482	0.193494851	0.14122778	0.772025337	0.672818051	0.478694165	0.62564492	0.08264341	0.159205082	0.207268074	0.822083855	0.958181747	0.607121382	0.705387	0.102481553	0.22778462	0.174687716	0.796732903	0.809375088	0.546013049	0.662594064	0.093090606	0.194291906	0.14266411	0.770131032	0.66911695	0.4835138	0.624600889	0.083040619	0.159079852	0.206711323	0.823334773	0.949633227	0.608512298	0.70058724	0.103140593	0.22950396
149	0.17226115	0.79491162	0.785885865	0.548520317	0.664928686	0.093034999	0.197305404	0.143904034	0.771931628	0.652845755	0.490709696	0.625323165	0.083288125	0.167181864	0.200618266	0.817891613	0.918925974	0.606330938	0.704534206	0.102781874	0.227428944	0.170741727	0.79413811	0.813579908	0.54826848	0.665131993	0.094382169	0.196747689	0.13771953	0.766329912	0.672422218	0.490951515	0.62677153	0.084132949	0.163901932	0.203763924	0.821946308	0.954737597	0.605585445	0.703492455	0.10463139	0.229593445	0.174054611	0.795473547	0.806718528	0.549786346	0.664696835	0.092841365	0.193660723	0.140011885	0.770493103	0.673054316	0.482282398	0.630899257	0.083257847	0.157064957	0.208097338	0.820453991	0.940382741	0.617290294	0.698494413	0.102424883	0.230256488	0.174617813	0.796428911	0.809942997	0.546614753	0.662667646	0.093208952	0.194130631	0.143044253	0.769902395	0.669917376	0.484423017	0.624407491	0.083222416	0.159086101	0.206191372	0.822955427	0.949968617	0.608806489	0.7009278	0.103195488	0.229175161
